PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-2.38892842981277,-1.945072824760145,-2.9711305192266866,-0.35871121667323463,-0.03326058569294147,-0.281396442038026,0.6023557819461183,-0.4420249831262468,0.19222673994770603,0.07561806237576871
-3.563659327111998,-0.07604448905248386,-2.9197952966989487,0.040078461234702704,-0.7130107005495824,-1.504240095232044,1.1613725468725662,-0.15728496182269247,0.684329869680704,-0.33685669089880826
-4.451152198156331,1.232162078360726,-2.740530688910533,-0.0034159618458481857,-1.2220926600602813,-1.3871554739306653,1.3718397736699919,0.11425381647980867,0.7570790184797862,0.10034693678168541
-4.990113001779614,1.8334932004476405,0.6541256221965827,1.934781523801678,0.7472954991549524,-0.12160452835103358,0.06693444533875385,0.3499799951779826,0.13292476734657385,0.8422911727902526
-4.36046534816113,0.40704875817350183,1.2807480796837898,1.3060964053029083,0.47046168589615295,-0.11126951202574527,-0.40653414881078537,-0.2663838085030366,-0.647330927375838,0.05858186592553699
-4.028829327368262,-0.3590963289550805,1.7197369676460381,0.7296667907648053,0.40191973688328375,0.6592463571999654,-0.6634545608408633,-0.2799155066414802,-1.3213379563064143,0.17770988891330336
-2.8658292907652787,-2.0208344770443847,2.004508312561556,-0.6852522188665795,-1.1403036718617479,0.06298710058581053,0.4193917856445907,-0.3554237143874495,0.33194484207863023,-0.4966287490877734
-0.02713731881253969,-3.040950410114482,2.6482977797577467,-0.5734814159707202,-2.018786501916349,-0.4030237952958442,0.13951561689658548,1.6543161006515308,-0.8944885809298648,0.10598267783312515
2.4501363810973316,-4.089992119514106,2.2621426038972654,0.17609233155643364,-1.952935296783758,-1.7721589383378142,-0.01628786038644603,1.7637417464426777,-0.6095135457221109,-0.5928599813497193
3.039490531243089,-2.9030085604148517,-0.8046550584633243,2.0173028162417945,0.20003367925708151,-1.4910143099406485,0.12299380493795448,-0.1408605838849623,-0.4349795461612285,0.4043731896830905
2.6355864770599218,-1.8306670330884245,-1.6279084587562964,1.5599963075139092,-0.1717103445587572,-0.397879401077883,-0.3021536620318392,-0.6119089147990698,-0.6721158479334653,-0.013176040030417871
2.3666795579302407,-1.196774501341063,-2.626244363664071,1.6097975136998421,0.20098075336472793,0.6468523666142424,-0.5076829167827892,-0.14339921378015477,-0.26385657308388705,0.3506555112692694
